"time","temp","feels","wind","gust","rain","humidity","cloud","pressure","vis","date"
"21:00","11 °c","9 °c","18 km/h from WSW","31 km/h","0.0 mm","83%","81%","1011 mb",Excellent,"2019-08-19"
"00:00","10 °c","7 °c","18 km/h from WSW","32 km/h","0.0 mm","86%","37%","1012 mb",Excellent,"2019-08-20"
"03:00","10 °c","7 °c","16 km/h from WSW","27 km/h","0.0 mm","88%","47%","1013 mb",Excellent,"2019-08-20"
"06:00","10 °c","9 °c","12 km/h from WSW","18 km/h","0.0 mm","90%","57%","1014 mb",Excellent,"2019-08-20"
"09:00","15 °c","15 °c","16 km/h from WSW","18 km/h","0.2 mm","74%","60%","1017 mb",Excellent,"2019-08-20"
"12:00","15 °c","14 °c","23 km/h from WSW","29 km/h","0.8 mm","76%","81%","1019 mb",Excellent,"2019-08-20"
"15:00","17 °c","17 °c","22 km/h from WSW","27 km/h","0.7 mm","66%","85%","1019 mb",Excellent,"2019-08-20"
"18:00","15 °c","15 °c","16 km/h from WSW","21 km/h","0.7 mm","68%","87%","1020 mb",Excellent,"2019-08-20"
"21:00","11 °c","10 °c","9 km/h from SW","17 km/h","0.0 mm","85%","28%","1021 mb",Excellent,"2019-08-20"
"00:00","10 °c","9 °c","8 km/h from SSW","15 km/h","0.0 mm","87%","20%","1021 mb",Excellent,"2019-08-21"
"03:00","9 °c","8 °c","7 km/h from SSW","15 km/h","0.0 mm","90%","76%","1020 mb",Excellent,"2019-08-21"
"06:00","12 °c","12 °c","8 km/h from SW","13 km/h","0.0 mm","88%","83%","1020 mb",Excellent,"2019-08-21"
"09:00","16 °c","16 °c","17 km/h from SSW","20 km/h","0.0 mm","75%","90%","1020 mb",Excellent,"2019-08-21"
"12:00","18 °c","18 °c","24 km/h from SSW","28 km/h","0.2 mm","65%","65%","1018 mb",Excellent,"2019-08-21"
"15:00","16 °c","16 °c","27 km/h from SW","32 km/h","0.3 mm","73%","89%","1017 mb",Excellent,"2019-08-21"
"18:00","14 °c","12 °c","25 km/h from SSW","34 km/h","3.2 mm","89%","100%","1015 mb",Good,"2019-08-21"
"21:00","13 °c","11 °c","21 km/h from SW","36 km/h","2.6 mm","88%","88%","1014 mb",Good,"2019-08-21"
"00:00","11 °c","9 °c","21 km/h from SW","39 km/h","2.7 mm","88%","71%","1014 mb",Excellent,"2019-08-22"
"03:00","10 °c","7 °c","16 km/h from SW","30 km/h","0.0 mm","88%","9%","1014 mb",Excellent,"2019-08-22"
"06:00","10 °c","7 °c","17 km/h from SW","29 km/h","0.0 mm","89%","29%","1015 mb",Excellent,"2019-08-22"
"09:00","14 °c","12 °c","25 km/h from SW","29 km/h","0.1 mm","76%","75%","1016 mb",Excellent,"2019-08-22"
"12:00","16 °c","16 °c","27 km/h from SW","31 km/h","0.2 mm","65%","80%","1016 mb",Excellent,"2019-08-22"
"15:00","16 °c","16 °c","24 km/h from SW","28 km/h","0.0 mm","69%","100%","1015 mb",Excellent,"2019-08-22"
"18:00","15 °c","13 °c","26 km/h from SSW","37 km/h","0.7 mm","88%","100%","1014 mb",Poor,"2019-08-22"
"21:00","11 °c","11 °c","30 km/h from SW","52 km/h","1.4 mm","89%","100%","1014 mb",Excellent,"2019-08-22"
"00:00","14 °c","12 °c","30 km/h from SW","52 km/h","1.7 mm","88%","100%","1015 mb",Excellent,"2019-08-23"
"03:00","14 °c","12 °c","27 km/h from SW","46 km/h","0.3 mm","89%","100%","1015 mb",Poor,"2019-08-23"
"06:00","14 °c","13 °c","23 km/h from SW","35 km/h","0.4 mm","89%","100%","1016 mb",Poor,"2019-08-23"
"09:00","16 °c","16 °c","24 km/h from SW","32 km/h","0.0 mm","85%","75%","1018 mb",Excellent,"2019-08-23"
"12:00","19 °c","19 °c","24 km/h from WSW","27 km/h","0.1 mm","72%","89%","1019 mb",Excellent,"2019-08-23"
"15:00","20 °c","20 °c","19 km/h from WSW","22 km/h","0.0 mm","68%","33%","1020 mb",Excellent,"2019-08-23"
"18:00","18 °c","18 °c","12 km/h from SW","17 km/h","0.0 mm","78%","56%","1020 mb",Excellent,"2019-08-23"
"21:00","14 °c","14 °c","8 km/h from SSW","16 km/h","0.0 mm","89%","38%","1020 mb",Excellent,"2019-08-23"
"00:00","13 °c","13 °c","4 km/h from S","8 km/h","0.0 mm","92%","78%","1020 mb",Excellent,"2019-08-24"
"03:00","12 °c","12 °c","5 km/h from SSE","10 km/h","0.0 mm","92%","23%","1019 mb",Excellent,"2019-08-24"
"06:00","13 °c","13 °c","4 km/h from S","8 km/h","0.0 mm","92%","57%","1019 mb",Excellent,"2019-08-24"
"09:00","18 °c","18 °c","9 km/h from S","10 km/h","0.0 mm","77%","77%","1019 mb",Excellent,"2019-08-24"
"12:00","21 °c","21 °c","9 km/h from SSW","11 km/h","0.0 mm","64%","50%","1018 mb",Excellent,"2019-08-24"
"15:00","22 °c","25 °c","9 km/h from SSW","11 km/h","0.0 mm","61%","14%","1017 mb",Excellent,"2019-08-24"
"18:00","19 °c","19 °c","8 km/h from SW","14 km/h","0.0 mm","74%","52%","1017 mb",Excellent,"2019-08-24"
"21:00","16 °c","16 °c","4 km/h from SE","8 km/h","0.0 mm","82%","45%","1017 mb",Excellent,"2019-08-24"
"00:00","15 °c","15 °c","1 km/h from S","3 km/h","0.0 mm","84%","48%","1016 mb",Excellent,"2019-08-25"
"03:00","14 °c","14 °c","1 km/h from S","3 km/h","0.0 mm","85%","53%","1015 mb",Excellent,"2019-08-25"
"06:00","15 °c","15 °c","1 km/h from SW","1 km/h","0.0 mm","84%","66%","1015 mb",Excellent,"2019-08-25"
"09:00","17 °c","17 °c","3 km/h from N","5 km/h","0.0 mm","82%","70%","1015 mb",Excellent,"2019-08-25"
"12:00","20 °c","20 °c","6 km/h from ENE","7 km/h","0.1 mm","70%","82%","1015 mb",Excellent,"2019-08-25"
"15:00","23 °c","25 °c","3 km/h from SSE","4 km/h","0.3 mm","61%","70%","1014 mb",Excellent,"2019-08-25"
"18:00","22 °c","22 °c","4 km/h from WSW","5 km/h","0.9 mm","73%","84%","1013 mb",Excellent,"2019-08-25"
"21:00","18 °c","18 °c","7 km/h from SW","14 km/h","0.1 mm","85%","88%","1013 mb",Excellent,"2019-08-25"
"00:00","14 °c","14 °c","10 km/h from SW","21 km/h","0.1 mm","89%","79%","1013 mb",Excellent,"2019-08-26"
"03:00","14 °c","13 °c","15 km/h from SW","30 km/h","0.0 mm","88%","54%","1011 mb",Excellent,"2019-08-26"
"06:00","14 °c","12 °c","22 km/h from SW","39 km/h","0.0 mm","82%","83%","1012 mb",Excellent,"2019-08-26"
"09:00","17 °c","17 °c","23 km/h from SW","28 km/h","0.0 mm","84%","100%","1012 mb",Excellent,"2019-08-26"
"12:00","19 °c","19 °c","27 km/h from SW","32 km/h","0.1 mm","82%","100%","1013 mb",Excellent,"2019-08-26"
"15:00","21 °c","21 °c","25 km/h from SW","33 km/h","0.0 mm","78%","100%","1013 mb",Excellent,"2019-08-26"
"18:00","20 °c","20 °c","27 km/h from SW","42 km/h","0.1 mm","81%","100%","1013 mb",Excellent,"2019-08-26"
"21:00","18 °c","18 °c","27 km/h from SW","51 km/h","0.0 mm","81%","100%","1014 mb",Excellent,"2019-08-26"
"00:00","18 °c","18 °c","26 km/h from SW","49 km/h","0.0 mm","80%","99%","1013 mb",Excellent,"2019-08-27"
"03:00","17 °c","17 °c","26 km/h from SW","50 km/h","0.0 mm","84%","100%","1012 mb",Excellent,"2019-08-27"
"06:00","18 °c","18 °c","23 km/h from SW","41 km/h","0.0 mm","82%","96%","1012 mb",Excellent,"2019-08-27"
"09:00","19 °c","19 °c","27 km/h from SW","38 km/h","0.0 mm","79%","98%","1012 mb",Excellent,"2019-08-27"
"12:00","20 °c","20 °c","26 km/h from SW","33 km/h","0.0 mm","74%","83%","1013 mb",Excellent,"2019-08-27"
"15:00","20 °c","20 °c","24 km/h from SW","30 km/h","0.1 mm","76%","85%","1012 mb",Excellent,"2019-08-27"
"18:00","17 °c","17 °c","21 km/h from SSW","34 km/h","0.1 mm","78%","52%","1012 mb",Excellent,"2019-08-27"
"21:00","14 °c","13 °c","18 km/h from SSW","38 km/h","0.0 mm","85%","27%","1012 mb",Excellent,"2019-08-27"
"00:00","15 °c","14 °c","19 km/h from SSW","39 km/h","0.0 mm","83%","36%","1012 mb",Excellent,"2019-08-28"
"03:00","13 °c","12 °c","19 km/h from WSW","36 km/h","0.2 mm","82%","91%","1012 mb",Poor,"2019-08-28"
"06:00","11 °c","9 °c","15 km/h from WSW","28 km/h","0.2 mm","81%","54%","1013 mb",Good,"2019-08-28"
"09:00","15 °c","14 °c","13 km/h from W","15 km/h","0.0 mm","68%","9%","1014 mb",Excellent,"2019-08-28"
"12:00","17 °c","17 °c","8 km/h from WNW","9 km/h","0.0 mm","54%","8%","1015 mb",Excellent,"2019-08-28"
"15:00","17 °c","17 °c","4 km/h from NNW","6 km/h","0.0 mm","50%","100%","1014 mb",Excellent,"2019-08-28"
"18:00","14 °c","13 °c","12 km/h from ENE","21 km/h","0.0 mm","70%","16%","1014 mb",Excellent,"2019-08-28"
"21:00","12 °c","11 °c","10 km/h from E","18 km/h","0.1 mm","80%","56%","1014 mb",Excellent,"2019-08-28"
"00:00","11 °c","9 °c","13 km/h from ENE","23 km/h","0.8 mm","91%","100%","1012 mb",Excellent,"2019-08-29"
"03:00","11 °c","10 °c","15 km/h from SW","26 km/h","0.0 mm","85%","14%","1011 mb",Excellent,"2019-08-29"
"06:00","11 °c","9 °c","14 km/h from SSW","22 km/h","0.0 mm","88%","43%","1011 mb",Excellent,"2019-08-29"
"09:00","14 °c","12 °c","18 km/h from SW","23 km/h","0.0 mm","76%","62%","1011 mb",Excellent,"2019-08-29"
"12:00","17 °c","17 °c","28 km/h from SSW","32 km/h","0.0 mm","68%","100%","1010 mb",Excellent,"2019-08-29"
"15:00","16 °c","16 °c","28 km/h from SSW","36 km/h","0.1 mm","76%","100%","1010 mb",Excellent,"2019-08-29"
"18:00","13 °c","13 °c","25 km/h from SW","39 km/h","0.5 mm","81%","97%","1009 mb",Excellent,"2019-08-29"
"21:00","9 °c","9 °c","23 km/h from SW","38 km/h","0.3 mm","84%","74%","1010 mb",Excellent,"2019-08-29"
"00:00","9 °c","7 °c","12 km/h from WSW","22 km/h","0.0 mm","91%","33%","1009 mb",Excellent,"2019-08-30"
"03:00","9 °c","7 °c","10 km/h from WSW","17 km/h","0.0 mm","92%","48%","1009 mb",Excellent,"2019-08-30"
"06:00","9 °c","8 °c","11 km/h from WSW","16 km/h","0.0 mm","93%","64%","1009 mb",Excellent,"2019-08-30"
"09:00","13 °c","12 °c","14 km/h from W","17 km/h","0.0 mm","79%","46%","1010 mb",Excellent,"2019-08-30"
"12:00","16 °c","16 °c","13 km/h from W","15 km/h","0.0 mm","64%","15%","1010 mb",Excellent,"2019-08-30"
"15:00","0 °c","17 °c","12 km/h from WSW","14 km/h","0.1 mm","62%","74%","1009 mb",Excellent,"2019-08-30"
"18:00","15 °c","15 °c","9 km/h from WSW","10 km/h","0.0 mm","76%","16%","1010 mb",Excellent,"2019-08-30"
"21:00","12 °c","10 °c","15 km/h from WSW","21 km/h","3.7 mm","89%","100%","1006 mb",Good,"2019-08-30"
"00:00","14 °c","13 °c","19 km/h from SSW","35 km/h","1.5 mm","88%","79%","1005 mb",Excellent,"2019-08-31"
"03:00","14 °c","12 °c","24 km/h from S","43 km/h","0.1 mm","84%","72%","1002 mb",Excellent,"2019-08-31"
"06:00","14 °c","12 °c","19 km/h from SSE","33 km/h","0.1 mm","84%","100%","999 mb",Excellent,"2019-08-31"
"09:00","16 °c","16 °c","27 km/h from S","36 km/h","1.0 mm","84%","75%","998 mb",Excellent,"2019-08-31"
"12:00","15 °c","15 °c","37 km/h from WSW","45 km/h","1.4 mm","67%","70%","1001 mb",Excellent,"2019-08-31"
"15:00","15 °c","15 °c","29 km/h from W","33 km/h","0.1 mm","62%","72%","1004 mb",Excellent,"2019-08-31"
"18:00","14 °c","12 °c","19 km/h from WSW","26 km/h","0.1 mm","71%","88%","1006 mb",Excellent,"2019-08-31"
"21:00","11 °c","9 °c","18 km/h from WSW","27 km/h","0.0 mm","82%","10%","1007 mb",Excellent,"2019-08-31"
"00:00","10 °c","7 °c","20 km/h from WSW","36 km/h","0.0 mm","86%","44%","1008 mb",Excellent,"2019-09-01"
"03:00","10 °c","7 °c","19 km/h from WSW","34 km/h","0.0 mm","86%","19%","1009 mb",Excellent,"2019-09-01"
"06:00","10 °c","7 °c","19 km/h from WSW","30 km/h","0.0 mm","85%","34%","1010 mb",Excellent,"2019-09-01"
"09:00","13 °c","12 °c","18 km/h from W","21 km/h","0.0 mm","71%","53%","1011 mb",Excellent,"2019-09-01"
"12:00","15 °c","15 °c","20 km/h from W","24 km/h","0.5 mm","63%","86%","1013 mb",Excellent,"2019-09-01"
"15:00","16 °c","16 °c","20 km/h from WNW","30 km/h","2.0 mm","60%","75%","1015 mb",Excellent,"2019-09-01"
"18:00","13 °c","11 °c","19 km/h from W","29 km/h","2.4 mm","72%","73%","1016 mb",Excellent,"2019-09-01"
"21:00","9 °c","7 °c","14 km/h from WSW","28 km/h","0.0 mm","80%","8%","1018 mb",Excellent,"2019-09-01"
"00:00","8 °c","5 °c","13 km/h from WSW","27 km/h","0.0 mm","84%","15%","1018 mb",Excellent,"2019-09-02"
"03:00","8 °c","6 °c","10 km/h from SW","18 km/h","0.0 mm","90%","61%","1018 mb",Excellent,"2019-09-02"
"06:00","8 °c","6 °c","13 km/h from SW","25 km/h","0.0 mm","92%","47%","1018 mb",Excellent,"2019-09-02"
"09:00","12 °c","10 °c","22 km/h from SSW","28 km/h","0.1 mm","86%","100%","1016 mb",Excellent,"2019-09-02"
"12:00","13 °c","10 °c","28 km/h from SW","39 km/h","1.3 mm","88%","100%","1014 mb",Excellent,"2019-09-02"
"15:00","14 °c","12 °c","31 km/h from WSW","44 km/h","0.8 mm","89%","100%","1012 mb",Excellent,"2019-09-02"
"18:00","14 °c","12 °c","29 km/h from WSW","41 km/h","1.6 mm","89%","100%","1012 mb",Excellent,"2019-09-02"
"21:00","14 °c","12 °c","25 km/h from WSW","37 km/h","0.3 mm","92%","100%","1014 mb",Poor,"2019-09-02"
"00:00","13 °c","11 °c","19 km/h from WSW","31 km/h","0.6 mm","92%","89%","1015 mb",Poor,"2019-09-03"
"03:00","14 °c","12 °c","17 km/h from WSW","26 km/h","0.1 mm","92%","65%","1015 mb",Excellent,"2019-09-03"
"06:00","14 °c","13 °c","14 km/h from SW","21 km/h","0.1 mm","94%","100%","1015 mb",Excellent,"2019-09-03"
"09:00","14 °c","13 °c","16 km/h from SW","23 km/h","1.0 mm","92%","100%","1016 mb",Excellent,"2019-09-03"
"12:00","15 °c","15 °c","13 km/h from SSW","18 km/h","1.3 mm","91%","100%","1015 mb",Excellent,"2019-09-03"
"15:00","16 °c","16 °c","16 km/h from SW","23 km/h","0.7 mm","91%","100%","1013 mb",Poor,"2019-09-03"
"18:00","16 °c","16 °c","18 km/h from SW","25 km/h","1.8 mm","92%","100%","1011 mb",Excellent,"2019-09-03"
"21:00","15 °c","14 °c","18 km/h from WSW","25 km/h","1.7 mm","90%","61%","1009 mb",Excellent,"2019-09-03"
"00:00","13 °c","11 °c","19 km/h from WSW","27 km/h","2.0 mm","87%","75%","1009 mb",Excellent,"2019-09-04"
"03:00","10 °c","8 °c","21 km/h from WSW","30 km/h","0.1 mm","83%","78%","1009 mb",Excellent,"2019-09-04"
"06:00","9 °c","7 °c","15 km/h from SW","24 km/h","0.0 mm","86%","53%","1007 mb",Excellent,"2019-09-04"
"09:00","12 °c","10 °c","21 km/h from SW","26 km/h","0.6 mm","78%","88%","1005 mb",Excellent,"2019-09-04"
"12:00","11 °c","9 °c","11 km/h from NNW","14 km/h","5.1 mm","82%","100%","1004 mb",Good,"2019-09-04"
"15:00","15 °c","13 °c","21 km/h from WNW","24 km/h","0.5 mm","67%","78%","1007 mb",Excellent,"2019-09-04"
"18:00","11 °c","9 °c","26 km/h from NW","35 km/h","1.1 mm","76%","100%","1011 mb",Excellent,"2019-09-04"
"21:00","10 °c","6 °c","32 km/h from NW","45 km/h","0.0 mm","68%","77%","1017 mb",Excellent,"2019-09-04"
"00:00","8 °c","5 °c","20 km/h from NW","30 km/h","0.0 mm","71%","29%","1020 mb",Excellent,"2019-09-05"
"03:00","7 °c","4 °c","14 km/h from W","25 km/h","0.0 mm","75%","91%","1021 mb",Excellent,"2019-09-05"
"06:00","9 °c","7 °c","15 km/h from WSW","24 km/h","0.0 mm","78%","27%","1021 mb",Excellent,"2019-09-05"
"09:00","11 °c","9 °c","14 km/h from W","19 km/h","0.4 mm","84%","100%","1021 mb",Poor,"2019-09-05"
"12:00","14 °c","12 °c","28 km/h from WNW","33 km/h","0.8 mm","70%","82%","1022 mb",Excellent,"2019-09-05"
"15:00","16 °c","16 °c","25 km/h from WNW","29 km/h","0.2 mm","63%","65%","1021 mb",Excellent,"2019-09-05"
"18:00","13 °c","11 °c","23 km/h from WSW","32 km/h","0.2 mm","75%","69%","1021 mb",Excellent,"2019-09-05"
"21:00","11 °c","8 °c","22 km/h from WSW","39 km/h","0.0 mm","80%","100%","1020 mb",Excellent,"2019-09-05"
"00:00","10 °c","7 °c","25 km/h from SW","44 km/h","1.1 mm","87%","100%","1015 mb",Excellent,"2019-09-06"
"03:00","11 °c","9 °c","29 km/h from WSW","48 km/h","2.4 mm","91%","100%","1012 mb",Excellent,"2019-09-06"
"06:00","11 °c","8 °c","22 km/h from W","35 km/h","2.9 mm","86%","73%","1011 mb",Excellent,"2019-09-06"
"09:00","11 °c","8 °c","23 km/h from WSW","32 km/h","0.2 mm","82%","61%","1013 mb",Excellent,"2019-09-06"
"12:00","14 °c","12 °c","27 km/h from W","32 km/h","0.2 mm","73%","100%","1013 mb",Excellent,"2019-09-06"
"15:00","15 °c","15 °c","29 km/h from W","33 km/h","0.2 mm","70%","78%","1014 mb",Excellent,"2019-09-06"
"18:00","14 °c","12 °c","20 km/h from W","28 km/h","0.0 mm","77%","21%","1015 mb",Excellent,"2019-09-06"
"21:00","11 °c","9 °c","14 km/h from W","26 km/h","0.0 mm","86%","32%","1018 mb",Excellent,"2019-09-06"
"00:00","9 °c","7 °c","11 km/h from WNW","22 km/h","0.0 mm","87%","13%","1020 mb",Excellent,"2019-09-07"
"03:00","8 °c","6 °c","8 km/h from W","16 km/h","0.0 mm","88%","34%","1022 mb",Excellent,"2019-09-07"
"06:00","9 °c","8 °c","6 km/h from NNW","10 km/h","0.0 mm","82%","45%","1023 mb",Excellent,"2019-09-07"
"09:00","13 °c","12 °c","10 km/h from NNE","12 km/h","0.0 mm","68%","3%","1025 mb",Excellent,"2019-09-07"
"12:00","15 °c","15 °c","7 km/h from N","8 km/h","0.0 mm","55%","6%","1026 mb",Excellent,"2019-09-07"
"15:00","15 °c","15 °c","4 km/h from NNE","5 km/h","0.0 mm","53%","33%","1026 mb",Excellent,"2019-09-07"
"18:00","14 °c","14 °c","2 km/h from ESE","3 km/h","0.0 mm","65%","30%","1026 mb",Excellent,"2019-09-07"
"21:00","11 °c","11 °c","4 km/h from S","7 km/h","0.0 mm","76%","13%","1027 mb",Excellent,"2019-09-07"
"00:00","9 °c","9 °c","5 km/h from SW","8 km/h","0.0 mm","80%","7%","1027 mb",Excellent,"2019-09-08"
"03:00","8 °c","8 °c","6 km/h from SW","10 km/h","0.0 mm","85%","4%","1026 mb",Excellent,"2019-09-08"
"06:00","8 °c","7 °c","5 km/h from SW","9 km/h","0.0 mm","87%","7%","1025 mb",Excellent,"2019-09-08"
"09:00","13 °c","12 °c","8 km/h from WSW","9 km/h","0.0 mm","72%","5%","1023 mb",Excellent,"2019-09-08"
"12:00","16 °c","16 °c","10 km/h from WSW","11 km/h","0.0 mm","64%","11%","1021 mb",Excellent,"2019-09-08"
"15:00","17 °c","17 °c","10 km/h from SW","11 km/h","0.0 mm","64%","47%","1019 mb",Excellent,"2019-09-08"
"18:00","15 °c","15 °c","9 km/h from SW","13 km/h","0.0 mm","77%","100%","1017 mb",Excellent,"2019-09-08"
"21:00","13 °c","12 °c","9 km/h from SSW","14 km/h","0.0 mm","82%","62%","1015 mb",Excellent,"2019-09-08"
"00:00","11 °c","10 °c","10 km/h from SW","18 km/h","1.3 mm","92%","100%","1014 mb",Excellent,"2019-09-09"
"03:00","12 °c","10 °c","12 km/h from SW","20 km/h","1.4 mm","94%","100%","1012 mb",Excellent,"2019-09-09"
"06:00","12 °c","11 °c","12 km/h from SW","17 km/h","1.6 mm","91%","90%","1010 mb",Excellent,"2019-09-09"
"09:00","13 °c","12 °c","14 km/h from WSW","17 km/h","0.0 mm","82%","51%","1010 mb",Excellent,"2019-09-09"
"12:00","15 °c","14 °c","13 km/h from WSW","15 km/h","0.0 mm","69%","100%","1010 mb",Excellent,"2019-09-09"
"15:00","16 °c","16 °c","14 km/h from WNW","17 km/h","0.5 mm","68%","70%","1011 mb",Excellent,"2019-09-09"
"18:00","12 °c","11 °c","12 km/h from NE","15 km/h","0.0 mm","87%","100%","1012 mb",Excellent,"2019-09-09"
"21:00","12 °c","12 °c","4 km/h from E","5 km/h","2.0 mm","89%","100%","1015 mb",Excellent,"2019-09-09"
"00:00","11 °c","11 °c","2 km/h from WSW","3 km/h","0.0 mm","91%","86%","1017 mb",Excellent,"2019-09-10"
"03:00","10 °c","10 °c","4 km/h from WSW","7 km/h","0.0 mm","91%","100%","1017 mb",Excellent,"2019-09-10"
"06:00","9 °c","9 °c","4 km/h from SW","6 km/h","0.0 mm","91%","100%","1018 mb",Excellent,"2019-09-10"
"09:00","13 °c","13 °c","4 km/h from SW","4 km/h","0.0 mm","84%","97%","1019 mb",Excellent,"2019-09-10"
"12:00","15 °c","14 °c","10 km/h from SW","12 km/h","0.1 mm","79%","78%","1018 mb",Excellent,"2019-09-10"
"15:00","16 °c","16 °c","17 km/h from SW","20 km/h","0.1 mm","68%","79%","1017 mb",Excellent,"2019-09-10"
"18:00","13 °c","12 °c","15 km/h from SW","22 km/h","0.0 mm","75%","34%","1014 mb",Excellent,"2019-09-10"
"21:00","11 °c","9 °c","22 km/h from SSW","30 km/h","0.1 mm","76%","69%","1012 mb",Excellent,"2019-09-10"
"00:00","13 °c","10 °c","28 km/h from SSW","49 km/h","1.1 mm","88%","96%","1007 mb",Excellent,"2019-09-11"
"03:00","15 °c","12 °c","35 km/h from SW","56 km/h","1.4 mm","90%","100%","1004 mb",Excellent,"2019-09-11"
"06:00","12 °c","10 °c","30 km/h from WSW","44 km/h","2.9 mm","84%","85%","1005 mb",Excellent,"2019-09-11"
"09:00","14 °c","12 °c","30 km/h from WSW","37 km/h","0.1 mm","76%","85%","1009 mb",Excellent,"2019-09-11"
"12:00","15 °c","15 °c","33 km/h from W","40 km/h","0.4 mm","69%","96%","1011 mb",Excellent,"2019-09-11"
"15:00","15 °c","13 °c","29 km/h from W","36 km/h","0.1 mm","68%","62%","1012 mb",Excellent,"2019-09-11"
"18:00","13 °c","11 °c","20 km/h from WSW","29 km/h","0.0 mm","74%","13%","1014 mb",Excellent,"2019-09-11"
"21:00","11 °c","9 °c","19 km/h from WSW","30 km/h","0.0 mm","80%","55%","1017 mb",Excellent,"2019-09-11"
"00:00","11 °c","9 °c","18 km/h from WSW","28 km/h","0.0 mm","85%","44%","1018 mb",Excellent,"2019-09-12"
"03:00","10 °c","8 °c","18 km/h from SW","30 km/h","0.0 mm","84%","60%","1018 mb",Excellent,"2019-09-12"
"06:00","10 °c","8 °c","18 km/h from SW","29 km/h","0.0 mm","88%","64%","1018 mb",Excellent,"2019-09-12"
"09:00","12 °c","11 °c","17 km/h from SW","24 km/h","0.0 mm","85%","100%","1018 mb",Excellent,"2019-09-12"
"12:00","13 °c","12 °c","11 km/h from WSW","15 km/h","1.0 mm","92%","73%","1018 mb",Excellent,"2019-09-12"
"15:00","15 °c","15 °c","19 km/h from W","22 km/h","0.1 mm","77%","54%","1020 mb",Excellent,"2019-09-12"
"18:00","13 °c","11 °c","20 km/h from WNW","27 km/h","0.2 mm","73%","79%","1024 mb",Excellent,"2019-09-12"
"21:00","9 °c","7 °c","14 km/h from WSW","26 km/h","0.0 mm","79%","2%","1027 mb",Excellent,"2019-09-12"
"00:00","9 °c","7 °c","15 km/h from WSW","26 km/h","0.0 mm","83%","6%","1029 mb",Excellent,"2019-09-13"
"03:00","9 °c","7 °c","15 km/h from WSW","25 km/h","0.0 mm","89%","21%","1029 mb",Excellent,"2019-09-13"
"06:00","8 °c","6 °c","13 km/h from WSW","24 km/h","0.0 mm","88%","2%","1031 mb",Excellent,"2019-09-13"
"09:00","12 °c","10 °c","19 km/h from W","22 km/h","0.0 mm","75%","100%","1033 mb",Excellent,"2019-09-13"
"12:00","15 °c","13 °c","20 km/h from W","23 km/h","0.0 mm","63%","16%","1034 mb",Excellent,"2019-09-13"
"15:00","15 °c","13 °c","23 km/h from W","26 km/h","0.0 mm","61%","4%","1034 mb",Excellent,"2019-09-13"
"18:00","12 °c","11 °c","14 km/h from WSW","23 km/h","0.0 mm","72%","3%","1034 mb",Excellent,"2019-09-13"
"21:00","10 °c","8 °c","13 km/h from SW","23 km/h","0.0 mm","86%","8%","1035 mb",Excellent,"2019-09-13"
"00:00","9 °c","7 °c","14 km/h from SW","25 km/h","0.0 mm","87%","28%","1034 mb",Excellent,"2019-09-14"
"03:00","9 °c","7 °c","14 km/h from SW","26 km/h","0.0 mm","84%","47%","1032 mb",Excellent,"2019-09-14"
"06:00","9 °c","7 °c","18 km/h from SW","30 km/h","0.0 mm","89%","19%","1029 mb",Excellent,"2019-09-14"
"09:00","13 °c","11 °c","28 km/h from SW","36 km/h","0.0 mm","73%","30%","1027 mb",Excellent,"2019-09-14"
"12:00","15 °c","13 °c","30 km/h from SW","40 km/h","0.0 mm","68%","86%","1024 mb",Excellent,"2019-09-14"
"15:00","16 °c","16 °c","33 km/h from SW","41 km/h","0.0 mm","70%","85%","1022 mb",Excellent,"2019-09-14"
"18:00","14 °c","12 °c","33 km/h from SW","56 km/h","0.0 mm","75%","100%","1020 mb",Excellent,"2019-09-14"
"21:00","14 °c","12 °c","30 km/h from SW","51 km/h","0.8 mm","87%","100%","1019 mb",Excellent,"2019-09-14"
"00:00","10 °c","7 °c","26 km/h from WSW","49 km/h","2.1 mm","84%","88%","1020 mb",Excellent,"2019-09-15"
"03:00","9 °c","6 °c","20 km/h from WSW","39 km/h","0.0 mm","84%","34%","1021 mb",Excellent,"2019-09-15"
"06:00","8 °c","4 °c","22 km/h from WSW","45 km/h","0.0 mm","83%","13%","1021 mb",Excellent,"2019-09-15"
"09:00","11 °c","8 °c","22 km/h from WSW","30 km/h","0.0 mm","77%","99%","1022 mb",Excellent,"2019-09-15"
"12:00","12 °c","10 °c","18 km/h from WSW","23 km/h","0.0 mm","75%","100%","1022 mb",Excellent,"2019-09-15"
"15:00","11 °c","9 °c","15 km/h from WSW","19 km/h","0.1 mm","80%","100%","1021 mb",Excellent,"2019-09-15"
"18:00","9 °c","7 °c","16 km/h from WSW","27 km/h","0.2 mm","84%","88%","1020 mb",Good,"2019-09-15"
"21:00","8 °c","6 °c","10 km/h from WSW","18 km/h","0.0 mm","89%","73%","1020 mb",Excellent,"2019-09-15"
"00:00","8 °c","7 °c","7 km/h from WSW","10 km/h","0.0 mm","87%","0%","1022 mb",Excellent,"2019-09-16"
"03:00","5 °c","4 °c","8 km/h from WSW","14 km/h","0.0 mm","88%","14%","1021 mb",Excellent,"2019-09-16"
"06:00","6 °c","4 °c","9 km/h from WSW","14 km/h","0.0 mm","89%","12%","1021 mb",Excellent,"2019-09-16"
